N° BOLETIN;PATENTE;FECHA EMISION;AÑO DEL PERMISO;VALOR PERMISO; VALOR IPC;VALOR MULTA;TOTAL A PAGAR;TIPO DE PAGO; CAJA;TIPO VEHICULO;FECHA PAGO; Codigo Sii ; Clasificacion ; Fondos a Terceros 
1013;HFRZ-81-5;05-03-2021;2021;37908;0;0;37908;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB050015015;NORMAL;No
2242;HFVF-13-5;29-09-2021;2021;146377;3074;13451;162902;CONTADO   ;PRESENCIAL;CAMIONETA ;19-10-2021;CT166006015;NORMAL;No
2061;HGSB-46-6;23-08-2021;2021;12910;0;0;12910;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;28-09-2021;HB229012015;NORMAL;No
945;HGSB-46-6;31-03-2021;2021;12745;0;0;12745;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229012015;NORMAL;No
2344;HGSB-76-8;24-10-2021;2021;19580;235;594;20409;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;02-11-2021;SD050028215;NORMAL;No
1465;HGSB-76-8;22-04-2021;2021;19330;39;291;19660;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;SD050028215;NORMAL;No
1258;HGSH-36-0;31-03-2021;2021;61553;0;0;61553;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU229026315;NORMAL;No
611;HGSR-65-9;24-03-2021;2021;32747;0;0;32747;1ª Cuota  ;PRESENCIAL;CAMIONETA ;25-03-2021;CT077001916;NORMAL;No
2053;HGSR-65-9;26-08-2021;2021;33173;0;0;33173;2ª Cuota  ;PRESENCIAL;CAMIONETA ;26-08-2021;CT077001916;NORMAL;No
1393;HGSS-48-5;23-04-2021;2021;188861;378;2839;192078;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT176033216;NORMAL;No
632;HHKR-10-3;25-03-2021;2021;140466;0;0;140466;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT166005915;NORMAL;No
1601;HHKR-11-1;07-06-2021;2021;140466;1264;6378;148108;CONTADO   ;PRESENCIAL;CAMIONETA ;28-09-2021;CT166005915;NORMAL;No
2601;HHLP-84-K;29-12-2021;2021;94528;3498;5882;103908;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;;CT235013715;NORMAL;No
1493;HHLP-84-K;25-05-2021;2020;207289;7670;45141;260100;CONTADO   ;PRESENCIAL;CAMIONETA ;25-05-2021;CT235013715;NORMAL;No
1568;HHLP-84-K;25-05-2021;2021;93315;560;2816;96691;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-05-2021;CT235013715;NORMAL;No
1414;HHRK-52-4;05-05-2021;2020;158989;5883;34623;199495;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT132005015;NORMAL;No
1415;HHRK-52-4;05-05-2021;2021;141311;848;4265;146424;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT132005015;NORMAL;No
979;HJCT-31-0;01-04-2021;2021;173682;347;2610;176639;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT050030316;NORMAL;No
1033;HJCV-61-9;11-03-2021;2021;58738;0;0;58738;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD243016816;NORMAL;No
447;HKDV-55-4;15-03-2021;2021;65682;0;0;65682;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2021;CT077002615;NORMAL;No
419;HKHJ-47-2;15-03-2021;2021;108658;0;0;108658;CONTADO   ;PRESENCIAL;STATION WA;15-03-2021;SU049001116;NORMAL;No
2010;HKHL-23-8;13-08-2021;2021;135019;0;0;135019;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT235013816;NORMAL;No
1039;HKHL-23-8;15-03-2021;2021;133286;0;0;133286;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013816;NORMAL;No
2088;HKXB-81-K;30-08-2021;2021;116816;0;0;116816;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT176032716;NORMAL;No
475;HKXB-81-K;18-03-2021;2021;115317;0;0;115317;1ª Cuota  ;PRESENCIAL;CAMIONETA ;18-03-2021;CT176032716;NORMAL;No
479;HKYX-83-K;18-03-2021;2021;47104;0;0;47104;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2021;SD197012716;NORMAL;No
710;HKZK-80-7;29-03-2021;2021;232684;0;0;232684;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2021;CT160012016;NORMAL;No
1115;HLPD-67-3;25-03-2021;2021;77504;0;0;77504;CONTADO   ;PRESENCIAL;JEEP      ;31-03-2021;SU154000716;NORMAL;No
490;HLPW-98-2;19-03-2021;2021;201419;0;0;201419;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT176032616;NORMAL;No
543;HPLF-23-6;23-03-2021;2021;292725;0;0;292725;CONTADO   ;PRESENCIAL;CAMIONETA ;24-03-2021;CT079018116;NORMAL;No
1215;HPLF-70-8;30-03-2021;2021;176496;0;0;176496;CONTADO   ;PRESENCIAL;STATION WA;26-04-2021;SU160005316;NORMAL;No
1554;HRPX-14-6;05-05-2021;2021;389932;2340;11768;404040;CONTADO   ;PRESENCIAL;STATION WA;31-05-2021;SU106003516;NORMAL;No
1213;HRYF-75-2;29-03-2021;2021;313164;0;0;313164;CONTADO   ;PRESENCIAL;CAMIONETA ;26-04-2021;CT235014416;NORMAL;No
683;HSCY-53-9;29-03-2021;2021;201419;0;0;201419;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT176032616;NORMAL;No
1533;HSGY-32-2;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2021; ;NORMAL;No
1347;HSHS-33-4;04-04-2021;2021;257565;515;3871;261951;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;VN079006716;NORMAL;No
2262;HSKJ-11-K;01-10-2021;2021;52161;209;786;53156;CONTADO   ;PRESENCIAL;CAMION    ;01-10-2021; ;NORMAL;No
1181;HSRD-99-5;29-03-2021;2021;386971;0;0;386971;CONTADO   ;PRESENCIAL;CAMIONETA ;26-04-2021;CT235014316;NORMAL;No
2106;HSRH-70-6;31-08-2021;2021;36450;0;0;36450;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;28-09-2021;SD050030716;NORMAL;No
1304;HSRH-70-6;31-03-2021;2021;35983;0;0;35983;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;27-04-2021;SD050030716;NORMAL;No
882;HSRL-61-6;30-03-2021;2021;48792;0;0;48792;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB176006116;NORMAL;No
1342;HSRP-63-5;03-04-2021;2021;104999;210;1578;106787;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU079006216;NORMAL;No
425;HSRS-41-3;15-03-2021;2021;45527;0;0;45527;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2022;HB132007916;NORMAL;No
1231;HTD-083-K;30-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;Moto      ;27-04-2021;MT254035818;NORMAL;No
2214;HTHG-83-8;03-09-2021;2021;21766;174;329;22269;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;29-09-2021;HB229014316;NORMAL;No
1456;HTHG-83-8;03-04-2021;2021;21488;43;323;21854;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;HB229014316;NORMAL;No
679;HTSG-34-3;26-03-2021;2021;253461;0;0;253461;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;VN176006916;NORMAL;No
2444;HTYW-58-4;19-11-2021;2021;32317;776;1489;34582;2ª Cuota  ;PAGADO INTERNET;STATION WA;30-11-2021;SU035000415;NORMAL;No
1245;HTYW-58-4;30-03-2021;2021;31903;0;0;31903;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU035000415;NORMAL;No
2224;HTYY-50-1;16-09-2021;2021;25451;204;385;26040;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;19-10-2021;SD050030316;NORMAL;No
1460;HTYY-50-1;14-04-2021;2021;25124;50;378;25552;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-05-2021;SD050030316;NORMAL;No
495;HTYZ-22-2;19-03-2021;2021;64556;0;0;64556;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2021;SD243015816;NORMAL;No
822;HTZC-24-K;30-03-2021;2021;51607;0;0;51607;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB077017416;NORMAL;No
2107;HTZJ-70-5;31-08-2021;2021;140864;0;0;140864;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT079017516;NORMAL;No
1292;HTZJ-70-5;31-03-2021;2021;139057;0;0;139057;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT079017516;NORMAL;No
606;HVGV-69-1;24-03-2021;2021;86656;0;0;86656;1ª Cuota  ;PRESENCIAL;FURGON    ;25-03-2021;VN176004915;NORMAL;No
2143;HVGV-69-1;07-09-2021;2021;87782;702;1327;89811;2ª Cuota  ;PRESENCIAL;FURGON    ;07-09-2021;VN176004915;NORMAL;No
379;HVJJ-74-1;09-03-2021;2021;201988;0;0;201988;CONTADO   ;PRESENCIAL;STATION WA;09-03-2021;SU235010916;NORMAL;No
2018;HVRC-88-2;18-08-2021;2021;114090;0;0;114090;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT235014616;NORMAL;No
1241;HVRC-88-2;30-03-2021;2021;112626;0;0;112626;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT235014616;NORMAL;No
1034;HVZX-70-K;12-03-2021;2021;231403;0;0;231403;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT160012516;NORMAL;No
2235;HWJR-28-0;29-09-2021;2021;104322;0;0;104322;CONTADO   ;PRESENCIAL;CAMION    ;29-09-2021; ;NORMAL;No
1061;HWRZ-12-1;17-03-2021;2021;48792;0;0;48792;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB176006116;NORMAL;No
365;HWSG-82-2;05-03-2021;2021;230634;0;0;230634;CONTADO   ;PRESENCIAL;CAMIONETA ;05-03-2021;CT176032716;NORMAL;No
510;HWVP-63-5;19-03-2021;2021;108910;0;0;108910;1ª Cuota  ;PRESENCIAL;CAMIONETA ;22-03-2021;CT166006616;NORMAL;No
2022;HWVP-63-5;19-08-2021;2021;110326;0;0;110326;2ª Cuota  ;PRESENCIAL;CAMIONETA ;24-08-2021;CT166006616;NORMAL;No
1433;HX-4892-2;11-05-2021;2021;25489;153;769;26411;CONTADO   ;PRESENCIAL;STATION WA;11-05-2021;SU184000788;NORMAL;No
1025;HXKG-39-5;09-03-2021;2021;53296;0;0;53296;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD111027316;NORMAL;No
324;HXVS-20-5;24-02-2021;2021;104190;0;0;104190;CONTADO   ;PRESENCIAL;FURGON    ;24-02-2021;CO052010116;NORMAL;No
349;HXZV-46-3;04-03-2021;2021;362158;0;0;362158;CONTADO   ;PRESENCIAL;CAMIONETA ;04-03-2021;CT176032317;NORMAL;No
1698;HYBH-52-5;16-07-2021;2021;71115;853;4318;76286;CONTADO   ;PRESENCIAL;STATION WA;24-08-2021;SU035000716;NORMAL;No
1344;HYWJ-77-4;03-04-2021;2021;150881;302;2268;153451;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT225002516;NORMAL;No
1108;HZPY-28-4;24-03-2021;2021;313164;0;0;313164;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235014416;NORMAL;No
992;HZY-063-5;05-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;MOTO      ;16-04-2021;MT106023007;NORMAL;No
2227;HZZJ-52-K;24-09-2021;2021;44293;354;670;45317;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;19-10-2021;CT154002816;NORMAL;No
265;HZZJ-52-K;04-02-2021;2020;44381;799;4066;49246;2ª Cuota  ;PRESENCIAL;CAMIONETA ;05-02-2021;CT154002816;NORMAL;No
1264;HZZJ-52-K;31-03-2021;2021;43725;0;0;43725;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT154002816;NORMAL;No
1244;JBWY-91-8;30-03-2021;2021;123014;0;0;123014;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU079006217;NORMAL;No
810;JCCH-17-9;30-03-2021;2021;190274;0;0;190274;CONTADO   ;PRESENCIAL;MINIBUS PA;31-03-2021;VN159000217;NORMAL;No
850;JCGX-72-4;30-03-2021;2021;54189;0;0;54189;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT077002817;NORMAL;No
2152;JCGX-72-4;08-09-2021;2021;54892;439;830;56161;2ª Cuota  ;PRESENCIAL;CAMIONETA ;10-09-2021;CT077002817;NORMAL;No
2101;JCHW-95-2;30-08-2021;2021;99422;0;0;99422;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT132005416;NORMAL;No
1192;JCHW-95-2;29-03-2021;2021;98147;0;0;98147;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-04-2021;CT132005416;NORMAL;No
374;JCJC-98-7;08-03-2021;2021;189630;0;0;189630;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2021;CT111006716;NORMAL;No
2440;JCLG-16-2;09-11-2021;2021;37762;906;1740;40408;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;30-11-2021;SD176033217;NORMAL;No
917;JCLG-16-2;31-03-2021;2021;37277;0;0;37277;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD176033217;NORMAL;No
1563;JCPV-85-6;20-05-2021;2021;262350;1574;7918;271842;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT176032717;NORMAL;No
2325;JCYB-47-1;22-10-2021;2021;26081;104;393;26578;CONTADO   ;PRESENCIAL;MAQUINA IN;22-10-2021; ;NORMAL;No
2091;JDDR-39-4;31-08-2021;2021;125752;0;0;125752;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;31-08-2021;CT166006617;NORMAL;No
581;JDDR-39-4;24-03-2021;2021;124138;0;0;124138;1ª Cuota  ;PRESENCIAL;CAMIONETA ;25-03-2021;CT166006617;NORMAL;No
2115;JDDT-47-8;01-09-2021;2021;125752;1006;1901;128659;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT166006617;NORMAL;No
1305;JDDT-47-8;31-03-2021;2021;124138;0;0;124138;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166006617;NORMAL;No
836;JDDY-71-6;30-03-2021;2021;221534;0;0;221534;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166006417;NORMAL;No
2343;JDPL-97-K;24-10-2021;2021;85403;1025;2593;89021;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;02-11-2021;CT154004117;NORMAL;No
1464;JDPL-97-K;15-04-2021;2021;84308;169;1267;85744;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-05-2021;CT154004117;NORMAL;No
1083;JDWY-72-0;22-03-2021;2021;124140;0;0;124140;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010117;NORMAL;No
952;JDXC-22-1;31-03-2021;2021;36793;0;0;36793;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU132007505;NORMAL;No
2217;JDXC-27-2;06-09-2021;2021;33553;268;507;34328;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;29-09-2021;SD243016817;NORMAL;No
1110;JDXC-27-2;24-03-2021;2021;33123;0;0;33123;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD243016817;NORMAL;No
2104;JDYF-89-0;31-08-2021;2021;99091;0;0;99091;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT050032217;NORMAL;No
1271;JDYF-89-0;31-03-2021;2021;97819;0;0;97819;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT050032217;NORMAL;No
938;JFDV-60-6;31-03-2021;2021;365536;0;0;365536;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235014417;NORMAL;No
2230;JFRS-42-K;25-09-2021;2021;62164;497;940;63601;2ª Cuota  ;PAGADO INTERNET;STATION WA;19-10-2021;HB235007517;NORMAL;No
1294;JFRS-42-K;31-03-2021;2021;61366;0;0;61366;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;HB235007517;NORMAL;No
1090;JGJZ-64-0;22-03-2021;2021;39221;0;0;39221;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2021;SU091002217;NORMAL;No
1958;JGJZ-64-0;03-08-2021;2021;39496;0;0;39496;2ª Cuota  ;PRESENCIAL;STATION WA;04-08-2021;SU091002217;NORMAL;No
1544;JGRW-31-8;01-06-2021;2021;51489;0;772;52261;CONTADO   ;PRESENCIAL;MINIBUS   ;08-06-2021; ;NORMAL;No
1085;JGSB-22-2;22-03-2021;2021;124140;0;0;124140;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010117;NORMAL;No
901;JHDT-37-4;31-03-2021;2021;242927;0;0;242927;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235014717;NORMAL;No
2326;JJ-6026-6;22-10-2021;2021;156483;626;2357;159466;CONTADO   ;PRESENCIAL;REMOLQUE B;22-10-2021; ;NORMAL;No
1060;JJBB-78-6;17-03-2021;2021;155948;0;0;155948;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU229029817;NORMAL;No
982;JJFL-68-6;01-04-2021;2021;60427;121;908;61456;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD050030517;NORMAL;No
834;JJFR-56-8;30-03-2021;2021;90077;0;0;90077;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU079007217;NORMAL;No
544;JJFR-60-6;23-03-2021;2021;105280;0;0;105280;CONTADO   ;PRESENCIAL;STATION WA;24-03-2021;SU079006117;NORMAL;No
1326;JJFS-15-7;01-04-2021;2021;236453;473;3554;240480;CONTADO   ;PRESENCIAL;FURGON    ;30-04-2021;VN176006317;NORMAL;No
1145;JJFS-32-7;27-03-2021;2021;236453;0;0;236453;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;VN176006317;NORMAL;No
978;JJFS-65-3;01-04-2021;2021;134836;270;2027;137133;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU079006917;NORMAL;No
1649;JJFY-81-7;24-06-2021;2020;219537;9001;51421;279959;CONTADO   ;PRESENCIAL;CAMIONETA ;29-06-2021;CT132006017;NORMAL;No
1650;JJFY-81-7;24-06-2021;2021;198123;1783;8996;208902;CONTADO   ;PRESENCIAL;CAMIONETA ;25-08-2021;CT132006017;NORMAL;No
1288;JJKJ-31-6;31-03-2021;2021;421778;0;0;421778;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT243007417;NORMAL;No
389;JJTT-30-7;10-03-2021;2020;134446;3361;14470;152277;2ª Cuota  ;PRESENCIAL;CAMIONETA ;10-03-2021;CT235014717;NORMAL;No
996;JJTT-31-5;01-03-2021;2021;121464;0;0;121464;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235014717;NORMAL;No
1567;JJTT-34-K;24-05-2021;2021;242927;1458;7332;251717;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT235014717;NORMAL;No
1169;JJTT-35-8;19-03-2021;2021;242927;0;0;242927;CONTADO   ;PRESENCIAL;CAMIONETA ;08-04-2021;CT235014717;NORMAL;No
2105;JJTT-37-4;31-08-2021;2021;123042;0;0;123042;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT235014717;NORMAL;No
1216;JJTT-37-4;30-03-2021;2021;121464;0;0;121464;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-04-2021;CT235014717;NORMAL;No
2215;JJTT-42-0;04-09-2021;2021;123042;984;1860;125886;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;29-09-2021;CT235014717;NORMAL;No
1250;JJTT-42-0;31-03-2021;2021;121464;0;0;121464;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT235014717;NORMAL;No
1331;JJTT-43-9;01-04-2021;2021;242927;486;3651;247064;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT235014717;NORMAL;No
647;JJWW-42-4;26-03-2021;2021;182768;0;0;182768;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-03-2021;CT235014417;NORMAL;No
2075;JJWW-42-4;30-08-2021;2021;185144;0;0;185144;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2021;CT235014417;NORMAL;No
2198;JK-8744-4;27-09-2021;2021;156483;0;0;156483;CONTADO   ;PRESENCIAL;REMOLQUE B;28-09-2021; ;NORMAL;No
2207;JKFB-48-5;01-09-2021;2021;108072;865;1634;110571;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CO184017317;NORMAL;No
1249;JKFB-48-5;31-03-2021;2021;106686;0;0;106686;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CO184017317;NORMAL;No
1528;JKHS-70-5;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2021; ;NORMAL;No
1166;JLFC-75-3;19-03-2021;2021;325753;0;0;325753;CONTADO   ;PRESENCIAL;CAMIONETA ;08-04-2021;CT079017517;NORMAL;No
2069;JLHF-94-3;25-08-2021;2021;99307;0;0;99307;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;28-09-2021;HB243026417;NORMAL;No
1118;JLHF-94-3;25-03-2021;2021;98034;0;0;98034;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB243026417;NORMAL;No
1028;JLVJ-41-6;11-03-2021;2021;819722;0;0;819722;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT079018917;NORMAL;No
533;JPCV-30-0;22-03-2021;2021;158760;0;0;158760;1ª Cuota  ;PRESENCIAL;CAMIONETA ;22-03-2021;CT235015217;NORMAL;No
1978;JPCV-30-0;10-08-2021;2021;159871;0;0;159871;2ª Cuota  ;PRESENCIAL;CAMIONETA ;10-08-2021;CT235015217;NORMAL;No
1142;JPDG-41-1;27-03-2021;2021;92895;0;0;92895;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO197003017;NORMAL;No
2220;JPDX-14-7;09-09-2021;2021;32914;263;498;33675;2ª Cuota  ;PAGADO INTERNET;STATION WA;29-09-2021;SU197007617;NORMAL;No
1251;JPDX-14-7;31-03-2021;2021;32493;0;0;32493;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU197007617;NORMAL;No
520;JPFC-36-1;19-03-2021;2021;28993;0;0;28993;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2021;HB229014917;NORMAL;No
754;JPPS-48-K;29-03-2021;2021;330257;0;0;330257;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT235014517;NORMAL;No
1045;JPYV-36-2;16-03-2021;2021;477380;0;0;477380;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT079018317;NORMAL;No
1055;JPZC-27-K;17-03-2021;2021;469874;0;0;469874;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;VN162003417;NORMAL;No
1352;JRLH-65-7;05-04-2021;2021;336382;673;5056;342111;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT050034017;NORMAL;No
1141;JRXG-11-0;27-03-2021;2021;124140;0;0;124140;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010117;NORMAL;No
1137;JRXG-12-9;27-03-2021;2021;124140;0;0;124140;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010117;NORMAL;No
1138;JRXG-13-7;27-03-2021;2021;124140;0;0;124140;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010117;NORMAL;No
2070;JRXG-63-3;26-08-2021;2021;185144;0;0;185144;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT235014417;NORMAL;No
1457;JRXG-63-3;05-04-2021;2021;182768;366;2747;185881;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-05-2021;CT235014417;NORMAL;No
1139;JRXH-75-3;27-03-2021;2021;124140;0;0;124140;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO052010117;NORMAL;No
2036;JRXH-81-8;20-08-2021;2021;28993;377;2203;31573;CONTADO   ;PAGADO INTERNET;AUTOMOVIL ;31-08-2021;HB229014917;NORMAL;No
1309;JSFH-74-3;01-04-2021;2021;78630;157;1182;79969;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB229015617;NORMAL;No
1394;JSJG-87-5;26-04-2021;2021;330257;661;4964;335882;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT235014517;NORMAL;No
2086;JSLG-66-3;29-08-2021;2021;135446;0;0;135446;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT050032917;NORMAL;No
639;JSLG-66-3;26-03-2021;2021;133709;0;0;133709;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-03-2021;CT050032917;NORMAL;No
1117;JSY-027-5;06-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;Moto      ;16-04-2021;MT149004021;NORMAL;No
2531;JTCV-17-1;28-12-2021;2021;52161;1513;2415;56089;CONTADO   ;PRESENCIAL;TRACTOR   ;28-12-2021; ;NORMAL;No
2261;JTCV-30-9;01-10-2021;2021;52161;209;786;53156;CONTADO   ;PRESENCIAL;TRACTOR   ;04-10-2021; ;NORMAL;No
1128;JTCW-51-8;26-03-2021;2021;28993;0;0;28993;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229014917;NORMAL;No
350;JTCY-65-0;04-03-2021;2021;184378;0;0;184378;CONTADO   ;PRESENCIAL;CAMIONETA ;04-03-2021;CT111006117;NORMAL;No
1112;JTGT-28-7;25-03-2021;2021;168615;0;0;168615;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT154004117;NORMAL;No
1351;JTKB-11-K;04-04-2021;2021;242927;486;3651;247064;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT235014717;NORMAL;No
2442;JTKB-13-6;17-11-2021;2021;123042;2953;5670;131665;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;30-11-2021;CT235014717;NORMAL;No
1179;JTKB-13-6;29-03-2021;2021;121464;0;0;121464;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-04-2021;CT235014717;NORMAL;No
1107;JTLW-84-2;24-03-2021;2021;121464;0;0;121464;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235014717;NORMAL;No
2007;JTRR-84-9;10-08-2021;2021;66013;0;0;66013;2ª Cuota  ;PAGADO INTERNET;FURGON    ;24-08-2021;CO184018217;NORMAL;No
1268;JTRR-84-9;31-03-2021;2021;65167;0;0;65167;1ª Cuota  ;PRESENCIAL;FURGON    ;27-04-2021;CO184018217;NORMAL;No
624;JTRT-38-8;25-03-2021;2021;330257;0;0;330257;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT235014517;NORMAL;No
