PATENTE;FECHA EMISION;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO PAGO;MODALIDAD PAGO;TIPO VEHICULO;CODIGO SII;CLASIFICACION;FONDO A TERCERO;COMUNA FONDO TERCERO
HTZS-73-4;05-04-2023;2023;41590;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229014316;NORMAL;No;
HVFC-87-5;01-09-2023;2023;47185;2ª Cuota  ;PRESENCIAL;JEEP      ;SU229024016;NORMAL;No;
HVFC-87-5;22-03-2023;2023;45709;1ª Cuota  ;PRESENCIAL;JEEP      ;SU229024016;NORMAL;No;
HVGV-69-1;04-04-2023;2023;168504;CONTADO   ;PAGO ONLINE;FURGON    ;VN176004915;NORMAL;No;
HVRC-88-2;30-03-2023;2023;203199;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014616;NORMAL;No;
HVYJ-19-4;11-04-2023;2023;94841;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154003315;NORMAL;No;
HVZX-70-K;22-03-2023;2023;110533;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT160012516;NORMAL;No;
HWBH-67-4;31-03-2023;2023;113509;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243002616;NORMAL;No;
HWBH-67-4;31-08-2023;2023;114985;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT243002616;NORMAL;No;
HWCW-55-6;11-04-2023;2023;150523;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132005016;NORMAL;No;
HWFY-42-8;08-03-2023;2023;61722;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD111028420;NORMAL;No;
HWFY-42-8;05-09-2023;2023;63716;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD111028420;NORMAL;No;
HWJR-28-0;08-11-2023;2023;131495;CONTADO   ;PAGO ONLINE;CAMION    ; ;NORMAL;No;
HWVP-63-5;20-03-2023;2023;206453;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166006616;NORMAL;No;
HWVY-20-2;16-03-2023;2023;139177;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154004116;NORMAL;No;
HXKG-39-5;06-04-2023;2023;48311;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD111027316;NORMAL;No;
HXVP-83-4;31-03-2023;2023;345592;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079017517;NORMAL;No;
HXZV-46-3;29-03-2023;2023;326702;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032317;NORMAL;No;
HYWF-89-9;21-03-2023;2023;67020;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT077002616;NORMAL;No;
HYWK-39-8;30-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
HZCS-68-2;20-03-2023;2023;82941;1ª Cuota  ;PAGO ONLINE;STATION WA;SU227046616;NORMAL;No;
HZPS-65-7;31-03-2023;2023;141253;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT235014416;NORMAL;No;
HZPS-65-7;09-09-2023;2023;145815;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235014416;NORMAL;No;
HZPT-79-3;09-03-2023;2023;166370;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050030316;NORMAL;No;
HZPY-28-4;28-03-2023;2023;282505;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014416;NORMAL;No;
HZY-063-5;01-09-2023;2023;33665;CONTADO   ;PRESENCIAL;MOTO      ;MT106023007;NORMAL;No;
HZY-063-5;01-09-2023;2022;34571;CONTADO   ;PRESENCIAL;MOTO      ;MT106023007;NORMAL;No;
HZZJ-52-K;10-03-2023;2023;95170;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT154002816;NORMAL;No;
JA-4319-5;16-10-2023;2023;96510;CONTADO   ;PRESENCIAL;SEMI REMOL; ;NORMAL;No;
JBGF-30-5;05-05-2023;2023;66689;1ª Cuota  ;PRESENCIAL;STATION WA;SU176022116;NORMAL;No;
JBGF-30-5;23-08-2023;2023;64939;2ª Cuota  ;PAGO ONLINE;STATION WA;SU176022116;NORMAL;No;
JBWH-43-5;23-03-2023;2023;209361;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006417;NORMAL;No;
JBWJ-91-1;30-03-2023;2023;204374;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050030317;NORMAL;No;
JBWY-91-8;31-03-2023;2023;110971;CONTADO   ;PRESENCIAL;STATION WA;SU079006217;NORMAL;No;
JCCH-17-9;30-03-2023;2023;182263;CONTADO   ;PRESENCIAL;MINIBUS PA;VN159000217;NORMAL;No;
JCHW-95-2;03-08-2023;2023;89689;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT132005416;NORMAL;No;
JCHW-95-2;23-03-2023;2023;88538;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT132005416;NORMAL;No;
JCJB-39-5;10-07-2023;2023;0;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079017416;GRACIA;No;
JCJC-98-7;31-03-2023;2023;179003;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT111006716;NORMAL;No;
JCLG-16-2;25-11-2023;2023;91429;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD176033217;NORMAL;No;
JCPV-85-6;25-01-2023;2022;151952;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT176032717;NORMAL;No;
JCZC-65-1;01-09-2023;2023;77211;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB184022816;NORMAL;No;
JCZC-65-1;30-03-2023;2023;74795;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB184022816;NORMAL;No;
JDDR-39-4;15-03-2023;2023;118544;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166006617;NORMAL;No;
JDDR-39-4;30-08-2023;2023;120085;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006617;NORMAL;No;
JDDT-47-8;04-09-2023;2023;122372;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006617;NORMAL;No;
JDDT-47-8;06-04-2023;2023;120322;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006617;NORMAL;No;
JDDY-71-6;24-03-2023;2023;209361;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006417;NORMAL;No;
JDPL-97-K;04-04-2023;2023;165538;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT154004117;NORMAL;No;
JDWY-72-0;22-03-2023;2023;111987;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010117;NORMAL;No;
JDXC-27-2;12-05-2023;2023;62162;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD243016817;NORMAL;No;
JFDV-60-6;03-04-2023;2023;211082;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015317;NORMAL;No;
JFFX-86-8;27-03-2023;2023;133202;1ª Cuota  ;PRESENCIAL;MINIBUS PA;VN111020817;NORMAL;No;
JFFX-86-8;22-08-2023;2023;134934;2ª Cuota  ;PAGO ONLINE;MINIBUS PA;VN111020817;NORMAL;No;
JFGD-37-K;29-08-2023;2023;320767;2ª Cuota  ;PAGO ONLINE;STATION WA;VN166006420;NORMAL;No;
JFGD-37-K;30-03-2023;2023;316651;1ª Cuota  ;PAGO ONLINE;STATION WA;VN166006420;NORMAL;No;
JFRS-42-K;28-03-2023;2023;55358;1ª Cuota  ;PAGO ONLINE;STATION WA;HB235007517;NORMAL;No;
JGGB-92-4;30-03-2023;2023;53348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077018217;NORMAL;No;
JGRW-50-4;12-04-2023;2023;500219;CONTADO   ;PRESENCIAL;STATION WA;SU079008817;NORMAL;No;
JJ-6026-6;17-10-2023;2023;193021;CONTADO   ;PRESENCIAL;REMOLQUE B; ;NORMAL;No;
JJ-6026-6;28-04-2023;2022;202167;CONTADO   ;PRESENCIAL;REMOLQUE B; ;NORMAL;No;
JJBB-78-6;29-03-2023;2023;165626;CONTADO   ;PAGO ONLINE;STATION WA;SU229029817;NORMAL;No;
JJFL-68-6;04-04-2023;2023;53213;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD050030517;NORMAL;No;
JJFR-56-8;24-03-2023;2023;80982;CONTADO   ;PRESENCIAL;STATION WA;SU079007217;NORMAL;No;
JJFS-15-7;22-03-2023;2023;220024;CONTADO   ;PAGO ONLINE;FURGON    ;VN176006317;NORMAL;No;
JJFS-32-7;22-03-2023;2023;220024;CONTADO   ;PAGO ONLINE;FURGON    ;VN176006317;NORMAL;No;
JJFS-65-3;12-10-2023;2023;65202;2ª Cuota  ;PAGO ONLINE;STATION WA;SU079006917;NORMAL;No;
JJFS-65-3;15-05-2023;2023;64686;1ª Cuota  ;PAGO ONLINE;STATION WA;SU079006917;NORMAL;No;
JJFY-81-7;11-08-2023;2022;267908;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132006017;NORMAL;No;
JJSP-89-6;09-03-2023;2023;142966;CONTADO   ;PRESENCIAL;CAMIONETA ;CT091003917;NORMAL;No;
JJTT-35-8;11-03-2023;2023;219144;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014717;NORMAL;No;
JJTT-43-9;31-03-2023;2023;219144;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014717;NORMAL;No;
JJWW-42-4;14-03-2023;2023;329750;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235014417;NORMAL;No;
JKDR-47-8;31-08-2023;2023;71196;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT225001217;NORMAL;No;
JKDR-47-8;31-03-2023;2023;70213;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT225001217;NORMAL;No;
JKFB-48-5;31-08-2023;2023;97492;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CO184017317;NORMAL;No;
JKFB-48-5;31-03-2023;2023;96241;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CO184017317;NORMAL;No;
JKHS-70-5;23-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
JKSL-40-5;03-10-2023;2023;75703;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SU176022617;NORMAL;No;
JKSL-40-5;18-04-2023;2023;73276;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SU176022617;NORMAL;No;
JKYX-48-5;27-03-2023;2023;20356;1ª Cuota  ;PRESENCIAL;MINIBUS PA;VN111011808;NORMAL;No;
JKYX-48-5;22-08-2023;2023;20621;2ª Cuota  ;PAGO ONLINE;MINIBUS PA;VN111011808;NORMAL;No;
JKZK-40-1;29-03-2023;2023;53348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077018217;NORMAL;No;
JLFC-75-3;11-03-2023;2023;345592;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079017517;NORMAL;No;
JLLX-96-5;20-03-2023;2023;250572;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT106000617;NORMAL;No;
JLLX-96-5;17-08-2023;2023;253829;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT106000617;NORMAL;No;
JLVJ-41-6;11-03-2023;2023;785212;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079018917;NORMAL;No;
JN-0551-K;16-03-2023;2023;84077;CONTADO   ;PAGO ONLINE;MOTO      ;MT032004212;NORMAL;No;
JPCV-30-0;24-03-2023;2023;286434;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015217;NORMAL;No;
JPDG-41-1;22-03-2023;2023;83602;CONTADO   ;PAGO ONLINE;FURGON    ;CO197003017;NORMAL;No;
JPDX-14-7;31-03-2023;2023;58666;CONTADO   ;PRESENCIAL;STATION WA;SU197007617;NORMAL;No;
JPFB-92-6;18-10-2023;2023;91192;2ª Cuota  ;PAGO ONLINE;STATION WA;SU132019117;NORMAL;No;
JPFB-92-6;30-03-2023;2023;86965;1ª Cuota  ;PAGO ONLINE;STATION WA;SU132019117;NORMAL;No;
JPFC-36-1;21-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229014917;NORMAL;No;
JPYV-36-2;11-03-2023;2023;506452;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079018317;NORMAL;No;
JPZC-27-K;14-03-2023;2023;450092;CONTADO   ;PAGO ONLINE;STATION WA;VN162003417;NORMAL;No;
JRBL-98-9;30-03-2023;2023;57864;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SU091002017;NORMAL;No;
JRXG-11-0;22-03-2023;2023;111987;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010117;NORMAL;No;
JRXG-12-9;22-03-2023;2023;111987;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010117;NORMAL;No;
JRXG-13-7;22-03-2023;2023;111987;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010117;NORMAL;No;
JRXH-75-3;22-03-2023;2023;111987;CONTADO   ;PAGO ONLINE;FURGON    ;CO052010117;NORMAL;No;
JRXK-26-8;28-03-2023;2023;52427;CONTADO   ;PRESENCIAL;STATION WA;SU117002417;NORMAL;No;
JSFH-74-3;31-03-2023;2023;86630;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015617;NORMAL;No;
JSJG-87-5;11-04-2023;2023;302394;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235014517;NORMAL;No;
JSJG-87-5;11-04-2023;2022;200807;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT235014517;NORMAL;No;
JSLG-66-3;30-08-2023;2023;134325;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050032917;NORMAL;No;
JSLG-66-3;27-03-2023;2023;132601;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050032917;NORMAL;No;
JTCV-17-1;20-10-2023;2023;64340;CONTADO   ;PRESENCIAL;TRACTOR   ; ;NORMAL;No;
JTCV-30-9;29-09-2023;2023;63326;CONTADO   ;PRESENCIAL;TRACTOR   ; ;NORMAL;No;
JTCW-51-8;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229014917;NORMAL;No;
JTCY-65-0;29-03-2023;2023;195102;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111006117;NORMAL;No;
JTKB-11-K;23-08-2023;2023;238642;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235014717;NORMAL;No;
JTKB-13-6;03-04-2023;2023;222209;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014717;NORMAL;No;
JTRR-84-9;15-03-2023;2023;58787;1ª Cuota  ;PRESENCIAL;FURGON    ;CO184018217;NORMAL;No;
JTRR-84-9;01-09-2023;2023;60686;2ª Cuota  ;PAGO ONLINE;FURGON    ;CO184018217;NORMAL;No;
JTRT-38-8;12-03-2023;2023;297925;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014517;NORMAL;No;
JTVP-37-0;29-03-2023;2023;33469;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229015317;NORMAL;No;
JTZZ-73-6;24-08-2023;2023;57092;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050030517;NORMAL;No;
JTZZ-73-6;24-08-2023;2022;82017;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050030517;NORMAL;Si;COLINA                        
JVCY-60-4;31-08-2023;2023;37305;2ª Cuota  ;PAGO ONLINE;STATION WA;SU229027417;NORMAL;No;
JVCY-60-4;30-03-2023;2023;36826;1ª Cuota  ;PAGO ONLINE;STATION WA;SU229027417;NORMAL;No;
JVJG-18-1;26-03-2023;2023;97767;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT077002817;NORMAL;No;
JVJG-18-1;23-01-2023;2022;134314;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT077002817;NORMAL;No;
JVVJ-35-3;15-08-2023;2023;48876;2ª Cuota  ;PAGO ONLINE;STATION WA;SU079007218;NORMAL;No;
JVVJ-35-3;27-03-2023;2023;48249;1ª Cuota  ;PAGO ONLINE;STATION WA;SU079007218;NORMAL;No;
JVVW-60-8;13-10-2023;2023;249977;2ª Cuota  ;PRESENCIAL;STATION WA;SU050013318;NORMAL;No;
JVVW-60-8;16-03-2023;2023;238156;1ª Cuota  ;PRESENCIAL;STATION WA;SU050013318;NORMAL;No;
JWPK-72-1;02-10-2023;2023;189978;CONTADO   ;PRESENCIAL;REMOLQUE B; ;NORMAL;No;
JWZK-66-6;07-03-2023;2023;55032;CONTADO   ;PRESENCIAL;CAMIONETA ;CT080008218;NORMAL;No;
JXBC-83-9;17-04-2023;2023;272317;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006618;NORMAL;No;
JXKT-17-1;04-09-2023;2023;85379;2ª Cuota  ;PAGO ONLINE;STATION WA;SU106006118;NORMAL;No;
JXKT-17-1;04-04-2023;2023;83948;1ª Cuota  ;PAGO ONLINE;STATION WA;SU106006118;NORMAL;No;
JXKY-11-8;31-08-2023;2023;56627;2ª Cuota  ;PRESENCIAL;FURGON    ;CO197003718;NORMAL;No;
JXKY-11-8;31-03-2023;2023;55846;1ª Cuota  ;PRESENCIAL;FURGON    ;CO197003718;NORMAL;No;
JXLC-90-5;20-03-2023;2023;81469;CONTADO   ;PAGO ONLINE;STATION WA;SU047000418;NORMAL;No;
JXLK-43-1;22-08-2023;2023;39868;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB111018318;NORMAL;No;
JXLK-43-1;30-03-2023;2023;39356;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB111018318;NORMAL;No;
JXRT-45-4;29-03-2023;2023;235396;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015318;NORMAL;No;
JXSP-64-0;07-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
JXTY-57-4;29-03-2023;2023;71030;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD197014518;NORMAL;No;
JYHY-70-7;16-09-2023;2023;65593;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB235007918;NORMAL;No;
JYHY-70-7;23-03-2023;2023;63541;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB235007918;NORMAL;No;
JYZ-052-4;04-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;Moto      ;MT173016021;NORMAL;No;
JZBP-16-9;20-03-2023;2023;81330;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243005518;NORMAL;No;
JZBV-92-6;31-03-2023;2023;235396;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015318;NORMAL;No;
JZBV-92-6;31-03-2023;2022;156685;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT235015318;NORMAL;No;
JZKG-26-6;31-08-2023;2023;207053;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079018118;NORMAL;No;
JZKG-26-6;31-03-2023;2023;204194;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079018118;NORMAL;No;
JZWG-71-0;26-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
JZWJ-99-3;28-03-2023;2023;134841;CONTADO   ;PAGO ONLINE;FURGON    ;CO162000318;NORMAL;No;
JZXC-27-K;09-05-2023;2023;68609;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD197015018;NORMAL;No;
KBCT-54-K;21-03-2023;2023;303716;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111007418;NORMAL;No;
KBVR-53-5;29-08-2023;2023;136024;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166006618;NORMAL;No;
KBVR-53-5;24-03-2023;2023;134147;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166006618;NORMAL;No;
KBXZ-73-5;17-10-2023;2023;814668;CONTADO   ;PRESENCIAL;STATION WA;SU162010218;NORMAL;No;
KC-8974-9;18-05-2023;2023;32130;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050003795;NORMAL;No;
KCHX-68-5;17-08-2023;2023;126559;2ª Cuota  ;PAGO ONLINE;STATION WA;SU160006918;NORMAL;No;
KCHX-68-5;30-03-2023;2023;124935;1ª Cuota  ;PAGO ONLINE;STATION WA;SU160006918;NORMAL;No;
KCJB-59-3;29-03-2023;2023;240475;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132005918;NORMAL;No;
KCLV-25-5;30-03-2023;2023;240255;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006418;NORMAL;No;
KCRV-22-2;30-08-2023;2023;60323;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT091005218;NORMAL;No;
KCRV-22-2;15-03-2023;2023;59549;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT091005218;NORMAL;No;
KDLP-65-7;28-03-2023;2023;111987;CONTADO   ;PRESENCIAL;STATION WA;SU229023818;NORMAL;No;
KDSS-20-3;18-04-2023;2023;278681;CONTADO   ;PRESENCIAL;FURGON    ;CO184015618;NORMAL;No;
KDVX-94-3;06-06-2023;2023;63577;CONTADO   ;PRESENCIAL;BUS       ; ;NORMAL;No;
KFKS-42-6;09-09-2023;2023;168111;2ª Cuota  ;PAGO ONLINE;STATION WA;SU225008418;NORMAL;No;
KFKS-42-6;31-03-2023;2023;162850;1ª Cuota  ;PAGO ONLINE;STATION WA;SU225008418;NORMAL;No;
KFKW-90-5;30-08-2023;2023;20015;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT073000118;NORMAL;No;
KFKW-90-5;15-03-2023;2023;19740;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT073000118;NORMAL;No;
KFSF-31-K;06-03-2023;2023;276256;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160012018;NORMAL;No;
KFTZ-21-K;11-03-2023;2023;321386;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB013013218;NORMAL;No;
KFZB-28-3;28-03-2023;2023;262374;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032718;NORMAL;No;
KGJP-63-9;30-03-2023;2023;268293;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006618;NORMAL;No;
KGJP-64-7;30-03-2023;2023;268293;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006618;NORMAL;No;
KGTB-28-0;28-08-2023;2023;114014;2ª Cuota  ;PRESENCIAL;STATION WA;SU176023818;NORMAL;No;
KGTB-28-0;28-03-2023;2023;112441;1ª Cuota  ;PRESENCIAL;STATION WA;SU176023818;NORMAL;No;
KGTH-43-6;30-03-2023;2023;112543;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT197000818;NORMAL;No;
KGXH-60-2;01-09-2023;2023;192219;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT176032318;NORMAL;No;
KGXH-60-2;30-03-2023;2023;186205;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT176032318;NORMAL;No;
KHHW-62-8;30-03-2023;2023;417311;CONTADO   ;PRESENCIAL;CAMIONETA ;CT243007218;NORMAL;No;
KHKL-23-7;04-09-2023;2023;47383;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229016218;NORMAL;No;
KHKL-23-7;03-04-2023;2023;46589;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229016218;NORMAL;No;
KHPF-75-4;13-03-2023;2023;144172;CONTADO   ;PAGO ONLINE;JEEP      ;SU154000818;NORMAL;No;
KHPL-34-9;27-03-2023;2023;71130;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077018318;NORMAL;No;
KHPL-68-3;15-03-2023;2023;151874;CONTADO   ;PAGO ONLINE;STATION WA;SU111018018;NORMAL;No;
KHPW-15-3;30-03-2023;2023;101742;1ª Cuota  ;PAGO ONLINE;STATION WA;SU099001718;NORMAL;No;
KHPY-54-7;07-03-2023;2023;18611;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB229015218;NORMAL;No;
KHPY-54-7;03-09-2023;2023;19212;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229015218;NORMAL;No;
KHTC-68-0;23-03-2023;2023;342955;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032418;NORMAL;No;
KJDS-99-6;30-03-2023;2023;342955;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032418;NORMAL;No;
KK-2037-4;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SD227004293;NORMAL;No;
KKHR-12-5;31-03-2023;2023;377150;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235014418;NORMAL;No;
KKHX-99-2;02-10-2023;2023;189978;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
KKSS-70-2;22-08-2023;2023;189536;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT243007318;NORMAL;No;
KKSS-70-2;27-03-2023;2023;187104;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT243007318;NORMAL;No;
KKWP-35-1;16-03-2023;2023;294538;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032918;NORMAL;No;
KKYB-84-7;09-04-2023;2023;67281;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB243024818;NORMAL;No;
KKYS-46-7;14-03-2023;2023;99996;CONTADO   ;PAGO ONLINE;STATION WA;SU197009418;NORMAL;No;
KLDX-89-3;27-03-2023;2023;251035;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006518;NORMAL;No;
KLGK-75-0;22-08-2023;2023;135427;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050030218;NORMAL;No;
KLGK-75-0;30-03-2023;2023;133558;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050030218;NORMAL;No;
KLGL-47-1;06-04-2023;2023;85388;CONTADO   ;PAGO ONLINE;STATION WA;SU018000618;NORMAL;No;
KLGP-48-2;27-03-2023;2023;74668;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT091004918;NORMAL;No;
KLVV-28-K;14-12-2023;2023;33485;CONTADO   ;PRESENCIAL;MAQUINA IN; ;NORMAL;No;
KPTF-52-K;30-03-2023;2023;484139;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235014318;NORMAL;No;
KPTH-25-5;21-03-2023;2023;262374;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176032718;NORMAL;No;
KPTS-71-K;28-08-2023;2023;135427;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050030218;NORMAL;No;
KPTS-71-K;30-03-2023;2023;133558;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050030218;NORMAL;No;
KRHK-65-7;23-08-2023;2023;48821;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD229005519;NORMAL;No;
KRHK-65-7;14-03-2023;2023;48194;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD229005519;NORMAL;No;
KRHT-44-9;31-03-2023;2023;282350;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111007519;NORMAL;No;
KRJD-99-5;29-05-2023;2023;62450;CONTADO   ;PRESENCIAL;BUS       ; ;NORMAL;No;
KSGH-58-0;12-09-2023;2023;88079;2ª Cuota  ;PRESENCIAL;STATION WA;SU111019919;NORMAL;No;
KSGH-58-0;30-03-2023;2023;85322;1ª Cuota  ;PRESENCIAL;STATION WA;SU111019919;NORMAL;No;
KSKP-19-8;06-04-2023;2023;460382;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT243007319;NORMAL;No;
KTLS-43-K;14-03-2023;2023;76269;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB050018018;NORMAL;No;
KTLW-41-2;20-03-2023;2023;78711;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB111018318;NORMAL;No;
KTLW-99-4;23-03-2023;2023;67380;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD243019819;NORMAL;No;
