PATENTE;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO DE PAGO;MODALIDAD;TIPO VEHICULO;FECHA PAGO;CODIGO SII;DUPLICADO;FONDO A TERCEROS
KHPF-75-4;2022;141684;CONTADO   ;PRESENCIAL;JEEP      ;01-04-2022;CT166006014;;No
KHPL-68-3;2022;159756;CONTADO   ;INTERNET;STATION WA;21-03-2022; ;;No
KHPW-15-3;2022;109400;1ª Cuota  ;INTERNET;STATION WA;26-04-2022;SU111002801;;No
KHPW-15-3;2022;122316;2ª Cuota  ;INTERNET;STATION WA;28-11-2022;CT050012701;;No
KHPY-54-7;2022;21111;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;09-03-2022;HB132004414;;No
KHPY-54-7;2022;22272;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;29-08-2022;CT235013314;;No
KHTC-68-0;2022;368769;CONTADO   ;PRESENCIAL;CAMIONETA ;07-07-2022; ;;No
KHYL-73-3;2022;435806;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;CT050012701;;No
KHYP-24-8;2022;133793;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022;HB050011414;;No
KHYP-24-8;2022;141553;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SD176021404;;No
KJDS-99-6;2022;368769;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;HB111009814;;No
KK-2037-4;2022;27221;CONTADO   ;INTERNET;STATION WA;06-04-2022;VN132002301;;Si
KKHR-12-5;2022;213921;2ª Cuota  ;PRESENCIAL;CAMIONETA ;29-08-2022;SU049004121;;No
KKHR-12-5;2022;202769;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022;VN132002301;;No
KKHX-75-5;2022;254757;1ª Cuota  ;PRESENCIAL;STATION WA;02-03-2022; ;;No
KKHX-75-5;2022;268768;2ª Cuota  ;PRESENCIAL;STATION WA;19-08-2022;VN117001013;;No
KKHX-99-2;2022;179494;CONTADO   ;PRESENCIAL;CAMION    ;30-12-2022;SU091001814;;No
KKSS-70-2;2022;184932;1ª Cuota  ;INTERNET;CAMIONETA ;29-04-2022;CT079010501;;No
KKSS-70-2;2022;197804;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT160004501;;No
KKYB-45-6;2022;192226;CONTADO   ;INTERNET;STATION WA;31-03-2022;CT176006301;;No
KKYB-84-7;2022;72574;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;CT111001801;;No
KKYS-46-7;2022;53762;1ª Cuota  ;INTERNET;STATION WA;30-03-2022;SD235012501;;No
KKYS-46-7;2022;58540;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;CT050015101;;No
KLDX-89-3;2022;269930;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT176030614;;No
KLGH-27-8;2022;246092;1ª Cuota  ;INTERNET;STATION WA;21-04-2022;CT050015101;;No
KLGH-27-8;2022;267970;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;SU057001402;;No
KLGK-67-K;2022;287220;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT176030614;;No
KLGL-47-1;2022;92090;CONTADO   ;INTERNET;STATION WA;27-04-2022;SU229012101;;Si
KLGP-48-2;2022;78380;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT225001214;;No
KPTF-52-K;2022;520580;CONTADO   ;INTERNET;CAMIONETA ;25-04-2022;SU229012101;;No
KPTH-25-5;2022;141062;1ª Cuota  ;PRESENCIAL;CAMIONETA ;16-03-2022;CT166005914;;No
KPTH-25-5;2022;153166;2ª Cuota  ;PRESENCIAL;CAMIONETA ;28-09-2022;SU197005714;;No
KRHK-65-7;2022;91388;CONTADO   ;INTERNET;AUTOMOVIL ;26-04-2022;VN050001600;;No
KRHT-44-9;2022;303602;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB229010414;;No
KRJD-99-5;2022;57160;CONTADO   ;PRESENCIAL;BUS       ;03-06-2022;HB229010414;;No
KS-1019-3;2022;29470;CONTADO   ;PRESENCIAL;AUTOMOVIL ;01-06-2022;CT050030214;;No
KS-1019-3;2021;34846;CONTADO   ;PRESENCIAL;AUTOMOVIL ;01-06-2022;CT111002706;;No
KS-3000-3;2020;43881;CONTADO   ;PRESENCIAL;AUTOMOVIL ;12-10-2022;CT050030214;;No
KS-3000-3;2021;38289;CONTADO   ;PRESENCIAL;AUTOMOVIL ;12-10-2022;HB050013314;;No
KS-3000-3;2022;32666;CONTADO   ;PRESENCIAL;AUTOMOVIL ;12-10-2022;CT166005614;;No
KSKP-19-8;2022;461603;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SU227013102;;No
KTLS-43-K;2022;82010;CONTADO   ;PRESENCIAL;AUTOMOVIL ;21-03-2022;CT235013314;;No
KTLW-41-2;2022;84636;CONTADO   ;INTERNET;AUTOMOVIL ;25-04-2022;SD184014302;;No
KTLW-99-4;2022;72452;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT154001313;;No
KTLZ-50-0;2022;31236;1ª Cuota  ;INTERNET;AUTOMOVIL ;27-04-2022;HB229004102;;No
KTLZ-50-0;2022;33408;2ª Cuota  ;INTERNET;AUTOMOVIL ;20-10-2022;SU229010302;;No
KTWK-33-8;2022;315381;CONTADO   ;INTERNET;FURGON    ;29-04-2022;SD197007802;;No
KTWR-17-8;2022;103814;CONTADO   ;PRESENCIAL;STATION WA;25-03-2022;CT111005914;;No
KVPP-38-K;2021;72410;2ª Cuota  ;PRESENCIAL;CAMIONETA ;22-06-2022;CT235013314;;No
KVPS-17-6;2022;225860;CONTADO   ;PRESENCIAL;STATION WA;18-03-2022;CT235013314;;No
KVSD-76-8;2022;157823;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022;SD111009602;;No
KWBL-44-1;2022;362579;CONTADO   ;INTERNET;CAMIONETA ;21-04-2022;SD050018103;;No
KWDJ-41-5;2022;37813;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT235013314;;No
KWDJ-41-5;2022;39892;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;29-08-2022;CT166005914;;No
KWYY-57-5;2022;178394;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022;SD050017102;;No
KWYY-57-5;2022;188740;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT235003502;;No
KX-8503-5;2022;58248;1ª Cuota  ;PRESENCIAL;CAMION    ;29-09-2022;SU111009614;;No
KX-8503-5;2022;58248;2ª Cuota  ;PRESENCIAL;CAMION    ;27-10-2022;SU111009614;;No
KXDX-20-7;2022;167513;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT176003102;;No
KXDX-21-5;2022;167513;CONTADO   ;INTERNET;FURGON    ;31-03-2022;SD050018402;;No
KXKW-89-5;2022;41492;CONTADO   ;PRESENCIAL;AUTOMOVIL ;04-03-2022;VN141001214;;No
KXPR-87-K;2022;369122;CONTADO   ;PRESENCIAL;CAMIONETA ;19-04-2022;VN141001214;;No
KXZG-69-K;2022;332727;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;SU106003002;;No
KYSR-53-6;2022;362579;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU106003814;;No
KYYZ-11-2;2022;195258;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;CT166006014;;No
KYYZ-40-6;2022;106407;1ª Cuota  ;PRESENCIAL;STATION WA;28-03-2022;CT166006014;;No
KYYZ-40-6;2022;112258;2ª Cuota  ;PRESENCIAL;STATION WA;26-08-2022;SU229024214;;No
KZCG-14-3;2022;204239;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;SU229024214;;No
KZKK-21-8;2022;186141;CONTADO   ;INTERNET;JEEP      ;25-04-2022;MT106023209;;No
LBJD-86-2;2022;30214;1ª Cuota  ;INTERNET;STATION WA;30-03-2022; ;;No
LBJD-86-2;2022;32899;2ª Cuota  ;INTERNET;STATION WA;20-10-2022;CT050015103;;No
LBKH-53-0;2022;122209;1ª Cuota  ;INTERNET;STATION WA;30-03-2022; ;;No
LBKH-53-0;2022;136638;2ª Cuota  ;INTERNET;STATION WA;21-10-2022;HB243011603;;No
LBLX-15-K;2021;114341;CONTADO   ;PRESENCIAL;CAMION    ;10-01-2022;HB229012014;;No
LBLX-15-K;2022;116496;CONTADO   ;PRESENCIAL;CAMION    ;22-09-2022;CT166006014;;No
LBTL-15-5;2022;277906;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022;CT235013414;;No
LBXZ-69-0;2022;357356;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT132005214;;No
LCDH-55-4;2022;58248;CONTADO   ;PRESENCIAL;TRACTOR   ;14-09-2022;CT235013614;;No
LCDH-56-2;2022;488370;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT225001214;;No
LCDK-26-3;2022;118284;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;CT225001214;;No
LCDK-26-3;2022;124790;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;SU176018914;;No
LCDL-38-3;2022;300768;2ª Cuota  ;PRESENCIAL;STATION WA;30-08-2022;HB050015114;;No
LCDL-38-3;2022;285088;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;CT050016703;;No
LCDT-23-3;2022;134068;CONTADO   ;PRESENCIAL;STATION WA;23-03-2022;CT235013714;;No
LCDT-54-3;2022;309791;CONTADO   ;INTERNET;FURGON    ;31-03-2022;VN132005903;;No
LCDV-35-3;2022;167513;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT166002503;;No
LCFS-39-9;2022;173094;CONTADO   ;INTERNET;STATION WA;21-03-2022;CT050015103;;No
LFCS-25-7;2022;443380;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022; ;DUPLICADO;No
LFCV-17-9;2022;224701;CONTADO   ;PRESENCIAL;STATION WA;18-03-2022;CT235013314;;No
LFCV-80-2;2022;399247;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;CO184014514;;No
LFCW-82-5;2022;161449;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;SU176021214;;No
LFCW-82-5;2022;170329;2ª Cuota  ;PRESENCIAL;CAMIONETA ;04-08-2022;CT079017514;;No
LFKT-35-3;2022;309791;CONTADO   ;INTERNET;FURGON    ;31-03-2022;VN079004403;;No
LFKZ-93-2;2022;40628;1ª Cuota  ;INTERNET;AUTOMOVIL ;01-04-2022;CT050015003;;No
LFKZ-93-2;2022;42983;2ª Cuota  ;INTERNET;AUTOMOVIL ;14-09-2022;CT166002703;;No
LFLC-42-9;2022;362579;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT166002703;;No
LFLD-35-2;2022;94455;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;SU229006203;;No
LFLD-35-2;2022;103734;2ª Cuota  ;INTERNET;STATION WA;21-10-2022;VN121000303;;No
LFLD-76-K;2022;133433;2ª Cuota  ;PRESENCIAL;STATION WA;14-09-2022;CT079017514;;No
LFLD-76-K;2022;125105;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;CT176003203;;No
LFPT-85-6;2022;295526;1ª Cuota  ;PRESENCIAL;STATION WA;16-03-2022;CT235013314;;No
LFPT-85-6;2022;330420;2ª Cuota  ;INTERNET;STATION WA;28-11-2022;SU227014503;;No
LFZH-62-9;2022;266340;1ª Cuota  ;INTERNET;STATION WA;21-03-2022;SD111009604;;No
LFZH-62-9;2022;304775;2ª Cuota  ;INTERNET;STATION WA;29-12-2022;SU050005106;;No
LGGZ-99-K;2022;339391;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;CT235013314;;No
LGHJ-28-3;2022;123939;1ª Cuota  ;INTERNET;STATION WA;21-03-2022;SU050005106;;No
LGHJ-28-3;2022;131126;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;CT160007306;;No
LGWX-80-1;2022;154248;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022;SU184011207;;No
LHJP-13-0;2022;129816;CONTADO   ;PRESENCIAL;STATION WA;27-04-2022;SD050022108;;No
LHK-071-3;2022;66673;CONTADO   ;PRESENCIAL;Moto      ;30-03-2022;SU229025514;;No
LHK-072-1;2022;74045;CONTADO   ;PRESENCIAL;Moto      ;30-03-2022;HB077016614;;No
LHK-073-K;2022;68516;CONTADO   ;PRESENCIAL;Moto      ;30-03-2022;CT091002314;;No
LHZP-15-8;2022;335141;CONTADO   ;INTERNET;FURGON    ;26-04-2022;SU184011207;;No
LHZP-16-6;2022;309791;CONTADO   ;INTERNET;FURGON    ;31-03-2022;VN235003106;;No
LHZP-17-4;2022;335141;CONTADO   ;INTERNET;FURGON    ;31-03-2022;VN111009906;;No
LHZP-18-2;2022;309791;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT176017506;;No
LHZP-66-2;2022;127515;CONTADO   ;INTERNET;STATION WA;21-03-2022;CT176017506;;No
LHZS-54-8;2022;309791;CONTADO   ;INTERNET;FURGON    ;31-03-2022;MT106023012;;No
LHZZ-84-8;2022;216293;CONTADO   ;INTERNET;STATION WA;26-04-2022;MT106023012;;No
LJ-6296-1;2022;124904;CONTADO   ;PRESENCIAL;CAMION    ;02-12-2022;SU154000714;;No
LJ-6522-7;2022;13611;1ª Cuota  ;INTERNET;CAMIONETA ;27-04-2022; ;;Si
LJ-6522-7;2022;14399;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;HB111004506;;No
LK-1972-6;2022;30960;CONTADO   ;PRESENCIAL;CAMIONETA ;26-08-2022;MT106032117;;No
LKFR-32-2;2022;397290;CONTADO   ;INTERNET;CAMIONETA ;29-04-2022;SU197002706;;No
LKFT-29-5;2022;268131;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022; ;;No
LKFW-20-4;2022;174555;1ª Cuota  ;INTERNET;CAMIONETA ;30-03-2022;HB077009506;;No
LKFW-20-4;2022;184679;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SD050017206;;No
LKLS-63-6;2022;112351;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2022; ;;No
LKPY-53-1;2022;488609;CONTADO   ;INTERNET;STATION WA;31-03-2022;SD176021407;;No
LLHX-11-7;2022;144943;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;VN235003407;;No
LLLC-58-8;2022;108918;1ª Cuota  ;INTERNET;STATION WA;27-04-2022; ;;No
LLRK-14-6;2022;116496;CONTADO   ;PRESENCIAL;CAMION    ;04-10-2022; ;;No
LLRP-94-3;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS ES;31-05-2022;CT243003814;;Si
LN-4408-8;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022; ;;No
LPHG-76-8;2022;256524;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;CT243003814;;No
LPSX-86-1;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2022;SU050009615;;No
LPVC-59-3;2022;110862;1ª Cuota  ;INTERNET;STATION WA;31-03-2022;CT111003807;;No
LPVC-59-3;2022;120717;2ª Cuota  ;INTERNET;STATION WA;20-10-2022;SU111005007;;No
LPVK-33-8;2022;344151;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT111002707;;No
LRBC-63-9;2022;411605;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;SU059010008;;No
LRYS-98-6;2022;331284;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT176019507;;No
LSBG-87-K;2022;145886;1ª Cuota  ;INTERNET;STATION WA;31-03-2022;HB229006807;;No
LSTY-74-3;2022;141756;CONTADO   ;INTERNET;STATION WA;21-03-2022;SU243004407;;Si
LSYV-69-K;2022;685046;CONTADO   ;INTERNET;FURGON    ;01-04-2022;SU243004407;;No
LTLB-75-9;2022;500206;CONTADO   ;INTERNET;CAMIONETA ;21-04-2022; ;;No
LU-2391-1;2022;32666;CONTADO   ;PRESENCIAL;AUTOMOVIL ;19-10-2022;SU050009615;;No
LVLV-18-K;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB050015114;;No
LVLX-30-1;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SD162039815;;No
LWPY-38-9;2022;47567;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SU106003514;;No
LWPY-38-9;2022;50182;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;03-08-2022;CT166005914;;No
LWRP-92-3;2022;55537;CONTADO   ;PRESENCIAL;BUS       ;31-05-2022;SU106004314;;No
LWRS-86-8;2022;253904;CONTADO   ;PRESENCIAL;AUTOMOVIL ;12-04-2022;SU106004314;;No
LWRS-86-8;2022;6085;DUPLICADO ;PRESENCIAL;AUTOMOVIL ;28-11-2022;CO229001914;;No
LWRZ-25-4;2022;95133;CONTADO   ;PRESENCIAL;AUTOMOVIL ;16-03-2022;HB229012014;;No
LWSH-73-0;2022;71149;1ª Cuota  ;INTERNET;AUTOMOVIL ;26-04-2022; ;;No
LWSH-73-0;2022;79549;2ª Cuota  ;INTERNET;AUTOMOVIL ;28-11-2022; ;;No
LWZV-53-2;2022;65123;1ª Cuota  ;PRESENCIAL;STATION WA;31-03-2022;CT243004514;;No
LWZV-53-2;2022;68704;2ª Cuota  ;PRESENCIAL;STATION WA;11-08-2022;SD176031515;;Si
LXDJ-37-5;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SD176031515;;No
LXDJ-45-6;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB229012814;;No
LXDJ-46-4;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT154002814;;No
LXDJ-47-2;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT176031615;;No
LXDJ-48-0;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN132002802;;No
LXDJ-49-9;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU085000314;;No
LXDJ-50-2;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU085000314;;No
LXDJ-51-0;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CO050001314;;No
LXDJ-52-9;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT166006015;;No
LXDJ-53-7;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT050030315;;No
LXDJ-55-3;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SD176031515;;No
LXDJ-56-1;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT235013414;;No
LXDJ-58-8;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN244001114;;No
LXDJ-59-6;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU229024014;;No
LXDJ-60-K;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB050017115;;No
LXDJ-61-8;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT235013814;;No
LXDJ-62-6;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT160011614;;No
LXDJ-63-4;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT160011614;;No
LXDK-18-5;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT064009115;;No
LXDK-19-3;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT064009115;;No
LXDK-20-7;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN111021015;;No
LXDK-22-3;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT050030215;;No
LXDK-23-1;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT166006015;;No
LXDK-24-K;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT243006515;;No
LXDK-25-8;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT243006515;;No
LXDK-26-6;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB229013215;;No
LXDK-27-4;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU197005715;;No
LXDK-28-2;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB229012015;;No
LXDK-29-0;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT050032915;;No
LXHT-84-4;2022;222829;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022;VN176004915;;No
LXHT-84-4;2022;242640;2ª Cuota  ;INTERNET;CAMIONETA ;21-10-2022;SD050021807;;No
LXVP-57-6;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN176005115;;No
LXVP-58-4;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022; ;;No
LXVP-59-2;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022; ;;No
LXVP-60-6;2022;691473;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU111015215;;No
LXVP-62-2;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU154001415;;No
LXVP-63-0;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU225008615;;No
LXVP-64-9;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU225008615;;No
LXVP-65-7;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU197005515;;No
LXVP-66-5;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB229012015;;No
LXVP-67-3;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SD197012715;;No
LXVP-68-1;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU235008815;;No
LXVP-69-K;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU235008815;;No
LXVP-71-1;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB132007315;;No
LXVP-72-K;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT166005915;;No
LXVP-73-8;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT235013715;;No
LXVR-79-K;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU154001415;;No
LXVW-39-6;2022;593275;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT065001415;;No
LXVW-41-8;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT225002515;;No
LXVW-42-6;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT132005115;;No
LXVW-43-4;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU111016315;;No
LYDK-11-2;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CO050001515;;No
LYDK-12-0;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT154002414;;No
LYDK-13-9;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022; ;;No
LYDK-14-7;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022; ;;No
LYDK-15-5;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN243007315;;No
LYDK-16-3;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN243007315;;No
LYDK-17-1;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT154003915;;No
LYDK-18-K;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU059011715;;No
LYDK-19-8;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB132007115;;No
LYDK-20-1;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT176031815;;No
LYDK-21-K;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT176031815;;No
LYDK-22-8;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SD132014415;;No
LYDK-23-6;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;HB229013115;;No
LYDK-24-4;2022;536249;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;SU176022115;;No
LYFW-33-6;2022;210886;CONTADO   ;PRESENCIAL;STATION WA;19-04-2022;CT176031615;;No
LYZX-87-9;2022;90844;CONTADO   ;PRESENCIAL;AUTOMOVIL ;01-04-2022;SU229025315;;No
LYZY-20-4;2022;69620;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2022;CO050001515;;No
LZBF-54-4;2022;111724;1ª Cuota  ;PRESENCIAL;STATION WA;25-03-2022;CT225001516;;No
LZBF-54-4;2022;127484;2ª Cuota  ;PRESENCIAL;STATION WA;02-11-2022;CT225003115;;No
LZDJ-81-1;2022;81597;1ª Cuota  ;INTERNET;STATION WA;30-03-2022;VN166003107;;No
LZDJ-81-1;2022;88851;2ª Cuota  ;INTERNET;STATION WA;14-09-2022; ;;No
LZDJ-91-9;2022;73863;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2022;HB050015015;;No
LZDJ-91-9;2022;77924;2ª Cuota  ;PRESENCIAL;STATION WA;29-08-2022;CT166006015;;No
LZDL-81-4;2022;447282;CONTADO   ;INTERNET;STATION WA;01-04-2022;CT050025407;;No
MK-0465-9;2022;27221;CONTADO   ;INTERNET;MOTO      ;22-03-2022;SU079004807;;No
MN-0734-5;2022;29470;CONTADO   ;PRESENCIAL;Moto      ;10-06-2022;CT166005715;;No
MN-0734-5;2021;34846;CONTADO   ;PRESENCIAL;Moto      ;09-06-2022;HB052011607;;No
MY-2709-1;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;10-03-2022;SU176021915;;No
MY-5140-5;2022;29470;CONTADO   ;PRESENCIAL;AUTOMOVIL ;10-06-2022;HB229012015;;No
MZ-6126-0;2021;33173;CONTADO   ;PRESENCIAL;RETROEXCAV;14-07-2022;SD050028215;;No
MZ-6126-0;2022;29124;CONTADO   ;PRESENCIAL;RETROEXCAV;05-09-2022;SU229026315;;No
NA-3367-7;2022;34016;CONTADO   ;PRESENCIAL;CAMIONETA ;02-12-2022;CT166005915;;No
NC-2983-0;2022;27221;CONTADO   ;INTERNET;STATION WA;25-04-2022;CT176009504;;No
NC-4586-0;2022;27221;CONTADO   ;PRESENCIAL;STATION WA;10-03-2022;CT166005915;;No
ND-2343-8;2022;27713;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SU111002803;;No
ND-7307-9;2022;27713;CONTADO   ;PRESENCIAL;CAMIONETA ;12-04-2022;CT235013715;;No
NE-3508-2;2022;27221;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022;CT176015304;;No
NE-7940-3;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT235013715;;No
NF-4102-8;2022;27713;CONTADO   ;INTERNET;AUTOMOVIL ;17-05-2022;CT050014403;;No
NJ-3014-1;2022;27221;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;CT132005015;;No
NK-6059-2;2022;27713;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT050014403;;No
